,County,Year,GDP (thousands),Average Monthly ZHVI,Estimated ZHVI,ZHVI Residual
29142,"Perry, OH",2005,521595,91524.78472222222,1080982.2095877957,91524.78472222222
29143,"Perry, OH",2006,554377,91266.28472222222,1055679.3224561606,91266.28472222222
29144,"Perry, OH",2007,572691,91438.34027777778,1072482.784180645,91438.34027777778
29145,"Perry, OH",2008,561012,90124.79166666667,944209.8467140868,90124.79166666667
29146,"Perry, OH",2009,555974,84737.35064935064,417831.63874012046,84737.35064935064
29147,"Perry, OH",2010,625644,84086.55769230769,354330.1845487552,84086.55769230769
29148,"Perry, OH",2011,704796,82684.01282051283,217264.738040315,82684.01282051283
29149,"Perry, OH",2012,670728,80294.04487179487,-16225.224294090644,80294.04487179487
29150,"Perry, OH",2013,664868,81944.58333333333,145068.46935197804,81944.58333333333
29151,"Perry, OH",2014,691277,87017.44871794872,640575.2011344489,87017.44871794872
29152,"Perry, OH",2015,662572,92153.2564102564,1142334.3837911468,92153.2564102564
29153,"Perry, OH",2016,685251,92231.96794871795,1150052.2528390195,92231.96794871795
29154,"Perry, OH",2017,762185,94342.54487179487,1356285.437143594,94342.54487179487
29155,"Perry, OH",2018,768876,101711.53846153847,2076196.5385838598,101711.53846153847
29156,"Perry, OH",2019,785848,108865.94230769231,2775103.3128685188,108865.94230769231
29157,"Pickaway, OH",2001,1180410,118896.80952380953,3755077.2928586546,118896.80952380953
29158,"Pickaway, OH",2002,1161699,122898.96428571429,4146050.8615876473,122898.96428571429
29159,"Pickaway, OH",2003,1284290,125991.51190476191,4448220.088993637,125991.51190476191
29160,"Pickaway, OH",2004,1323895,130421.71428571429,4881006.9229440205,130421.71428571429
29161,"Pickaway, OH",2005,1245523,135006.2142857143,5328838.716810513,135006.2142857143
29162,"Pickaway, OH",2006,1272934,135837.90476190476,5410120.578175461,135837.90476190476
29163,"Pickaway, OH",2007,1389226,134082.0357142857,5238568.957313864,134082.0357142857
29164,"Pickaway, OH",2008,1429604,132653.27380952382,5098963.452637769,132653.27380952382
29165,"Pickaway, OH",2009,1483694,128813.95238095238,4723914.094729073,128813.95238095238
29166,"Pickaway, OH",2010,1538293,124886.53571428571,4340267.616868315,124886.53571428571
29167,"Pickaway, OH",2011,1589181,120742.51190476191,3935421.422762133,120742.51190476191
29168,"Pickaway, OH",2012,1536075,120158.40476190476,3878270.1139899045,120158.40476190476
29169,"Pickaway, OH",2013,1563055,121059.59523809524,3966390.5934985373,121059.59523809524
29170,"Pickaway, OH",2014,1511595,125396.39285714286,4389994.1402274,125396.39285714286
29171,"Pickaway, OH",2015,1576499,131445.17857142858,4980948.442386739,131445.17857142858
29172,"Pickaway, OH",2016,1575306,138201.19047619047,5640972.787797302,138201.19047619047
29173,"Pickaway, OH",2017,1647818,146049.02380952382,6407679.576249359,146049.02380952382
29174,"Pickaway, OH",2018,1731515,156262.5357142857,7405531.657957986,156262.5357142857
29175,"Pickaway, OH",2019,1759572,167212.11904761905,8475189.230175313,167212.11904761905
29176,"Pike, OH",2001,860603,89107.47222222222,844756.799995916,89107.47222222222
29177,"Pike, OH",2002,797307,93004.72222222222,1225570.1360542905,93004.72222222222
29178,"Pike, OH",2003,666680,93617.22222222222,1285359.1975390837,93617.22222222222
29179,"Pike, OH",2004,676258,95840.27777777778,1502534.1708735544,95840.27777777778
29180,"Pike, OH",2005,707700,96508.58333333333,1567891.8214182053,96508.58333333333
29181,"Pike, OH",2006,750564,89368.02777777778,870255.076217372,89368.02777777778
29182,"Pike, OH",2007,851382,84139.88888888889,359507.9954289738,84139.88888888889
29183,"Pike, OH",2008,848981,81341.94444444444,86158.6587713724,81341.94444444444
29184,"Pike, OH",2009,929165,80086.38888888889,-36545.68963532802,80086.38888888889
29185,"Pike, OH",2010,883292,77075.0,-330703.96435871534,77075.0
29186,"Pike, OH",2011,818906,74688.27777777778,-563900.8430583915,74688.27777777778
29187,"Pike, OH",2012,1036519,74256.25,-606104.8864594214,74256.25
29188,"Pike, OH",2013,990099,75380.22222222222,-496296.21798081417,75380.22222222222
29189,"Pike, OH",2014,964660,77548.63888888889,-284396.7500714725,77548.63888888889
29190,"Pike, OH",2015,989614,81323.0,84302.46241808683,81323.0
29191,"Pike, OH",2016,1029717,85675.0,509469.1218655063,85675.0
29192,"Pike, OH",2017,1179710,91010.69444444444,1030767.2135041635,91010.69444444444
29193,"Pike, OH",2018,1234410,97525.88888888889,1667247.1735914648,97525.88888888889
29194,"Pike, OH",2019,1256041,105307.27777777778,2427408.4275345653,105307.27777777778
29195,"Portage, OH",2001,3684797,144801.17222222223,6285756.784201937,144801.17222222223
29196,"Portage, OH",2002,3896954,148530.42777777778,6650059.7421705555,148530.42777777778
29197,"Portage, OH",2003,4006265,157971.22222222222,7572393.940663913,157971.22222222222
29198,"Portage, OH",2004,4087492,160958.71270718233,7864305.240854375,160958.71270718233
29199,"Portage, OH",2005,4335857,157664.453125,7542401.715376606,157664.453125
29200,"Portage, OH",2006,4540840,158824.02083333334,7655727.387471966,158824.02083333334
29201,"Portage, OH",2007,4706883,164336.66145833334,8194317.413559657,164336.66145833334
29202,"Portage, OH",2008,4729753,159640.265625,7735446.136118358,159640.265625
29203,"Portage, OH",2009,4569735,151426.53645833334,6933080.838774227,151426.53645833334
29204,"Portage, OH",2010,4776003,144617.71875,6267878.682483444,144617.71875
29205,"Portage, OH",2011,5011208,136876.90104166666,5511625.2103367355,136876.90104166666
29206,"Portage, OH",2012,5226980,129420.75,4783214.683489319,129420.75
29207,"Portage, OH",2013,5405125,130373.64583333333,4876317.58478835,130373.64583333333
29208,"Portage, OH",2014,5532207,135947.328125,5420769.283570629,135947.328125
29209,"Portage, OH",2015,5778287,141368.953125,5950469.106071526,141368.953125
29210,"Portage, OH",2016,5794868,148056.81770833334,6603850.222428223,148056.81770833334
29211,"Portage, OH",2017,6041836,154106.89583333334,7194902.219132472,154106.89583333334
29212,"Portage, OH",2018,6191661,159686.98958333334,7740037.779729119,159686.98958333334
29213,"Portage, OH",2019,6419459,167165.609375,8470695.281109462,167165.609375
29214,"Preble, OH",2001,771587,89787.03787878787,911189.0905345753,89787.03787878787
29215,"Preble, OH",2002,804651,93075.13636363637,1232408.7541979756,93075.13636363637
29216,"Preble, OH",2003,822584,95369.83333333333,1456617.7347659506,95369.83333333333
29217,"Preble, OH",2004,892454,96043.80303030302,1522463.858035151,96043.80303030302
29218,"Preble, OH",2005,905412,98741.75757575757,1786043.7402017731,98741.75757575757
29219,"Preble, OH",2006,951688,103588.33333333333,2259471.5048346315,103588.33333333333
29220,"Preble, OH",2007,926187,106535.49242424243,2547377.3286837917,106535.49242424243
29221,"Preble, OH",2008,929903,106781.08333333333,2571410.186731601,106781.08333333333
29222,"Preble, OH",2009,900100,103022.25,2204176.3924156893,103022.25
29223,"Preble, OH",2010,928074,100935.44696969698,2000287.8771889508,100935.44696969698
29224,"Preble, OH",2011,971806,99183.01515151515,1829127.0345069915,99183.01515151515
29225,"Preble, OH",2012,998678,98815.45454545454,1793175.4419801887,98815.45454545454
29226,"Preble, OH",2013,1044965,98567.32575757576,1768947.1948425602,98567.32575757576
29227,"Preble, OH",2014,1055989,100077.42424242424,1916465.9576563481,100077.42424242424
29228,"Preble, OH",2015,1116788,102173.23484848485,2121233.723787274,102173.23484848485
29229,"Preble, OH",2016,1070045,104768.90909090909,2374848.7623730972,104768.90909090909
29230,"Preble, OH",2017,1127037,107857.03787878787,2676529.517054539,107857.03787878787
29231,"Preble, OH",2018,1195064,112956.77272727272,3174771.696094483,112956.77272727272
29232,"Preble, OH",2019,1213301,119763.42424242424,3839680.7687505353,119763.42424242424
29233,"Putnam, OH",2001,774902,89228.09090909091,856577.8399300016,89228.09090909091
29234,"Putnam, OH",2002,778296,92894.00757575757,1214726.0415693037,92894.00757575757
29235,"Putnam, OH",2003,868290,94896.51515151515,1410408.2150236182,94896.51515151515
29236,"Putnam, OH",2004,970530,97671.40909090909,1681412.8826033846,97671.40909090909
29237,"Putnam, OH",2005,1051534,101141.39393939394,2020412.9534403682,101141.39393939394
29238,"Putnam, OH",2006,1139533,101808.03787878787,2085575.2148952,101808.03787878787
29239,"Putnam, OH",2007,1088132,101317.7196969697,2037704.8878894001,101317.7196969697
29240,"Putnam, OH",2008,1225069,101215.02272727272,2027642.3497636914,101215.02272727272
29241,"Putnam, OH",2009,1129269,99068.37878787878,1817892.1618423667,99068.37878787878
29242,"Putnam, OH",2010,1153825,101110.88636363637,2017482.1170930732,101110.88636363637
29243,"Putnam, OH",2011,1192823,99227.92424242424,1833523.289027933,99227.92424242424
29244,"Putnam, OH",2012,1223538,99104.4696969697,1821409.1654591188,99104.4696969697
29245,"Putnam, OH",2013,1236774,100163.09090909091,1924867.6885185894,100163.09090909091
29246,"Putnam, OH",2014,1251402,103126.75757575757,2214434.319631217,103126.75757575757
29247,"Putnam, OH",2015,1228119,107709.93181818182,2662168.4189527985,107709.93181818182
29248,"Putnam, OH",2016,1207216,113626.83333333333,3240227.0411840454,113626.83333333333
29249,"Putnam, OH",2017,1257192,120602.58333333333,3921744.186474763,120602.58333333333
29250,"Putnam, OH",2018,1310035,127400.88636363637,4585871.702771535,127400.88636363637
29251,"Putnam, OH",2019,1318585,134878.8409090909,5316431.509606969,134878.8409090909
29252,"Richland, OH",2001,3843042,95155.01388888889,1435613.4076103456,95155.01388888889
29253,"Richland, OH",2002,4042743,98133.25694444444,1726547.7623517103,98133.25694444444
29254,"Richland, OH",2003,4091699,100699.95138888889,1977329.659135148,100699.95138888889
29255,"Richland, OH",2004,4302190,103652.9375,2265821.650253767,103652.9375
29256,"Richland, OH",2005,4429818,106261.38194444444,2520609.023378508,106261.38194444444
29257,"Richland, OH",2006,4485723,108894.76388888889,2777936.454670904,108894.76388888889
29258,"Richland, OH",2007,4356853,110747.61805555556,2958964.4463887513,110747.61805555556
29259,"Richland, OH",2008,4235835,96614.27083333333,1578149.748633733,96614.27083333333
29260,"Richland, OH",2009,3738456,91742.09027777778,1102181.9258332215,91742.09027777778
29261,"Richland, OH",2010,3964846,83180.27083333333,265721.232315572,83180.27083333333
29262,"Richland, OH",2011,4183339,79206.95138888889,-122419.19461103622,79206.95138888889
29263,"Richland, OH",2012,4295397,82483.63461538461,197725.82905835658,82483.63461538461
29264,"Richland, OH",2013,4354664,85857.1217948718,527249.5290390886,85857.1217948718
29265,"Richland, OH",2014,4512170,86685.48076923077,608140.6122243982,86685.48076923077
29266,"Richland, OH",2015,4474287,93362.10256410256,1260447.0885870866,93362.10256410256
29267,"Richland, OH",2016,4516035,97650.99390243902,1679458.9917051885,97650.99390243902
29268,"Richland, OH",2017,4639316,98719.11904761905,1783796.7656688485,98719.11904761905
29269,"Richland, OH",2018,4839956,106633.19642857143,2556951.394084951,106633.19642857143
29270,"Richland, OH",2019,4940011,113806.05952380953,3257714.364722898,113806.05952380953
29271,"Ross, OH",2001,1835592,70371.775,-985550.4988890588,70371.775
29272,"Ross, OH",2002,1948189,71807.26666666666,-845358.8269435056,71807.26666666666
29273,"Ross, OH",2003,1940304,73435.43333333333,-686312.1078303624,73435.43333333333
29274,"Ross, OH",2004,2013669,76980.21666666666,-339984.94612514507,76980.21666666666
29275,"Ross, OH",2005,2098124,79607.26666666666,-83341.37664711848,79607.26666666666
29276,"Ross, OH",2006,2227844,79573.65833333334,-86565.29662914202,79573.65833333334
29277,"Ross, OH",2007,2292589,79207.96666666666,-122321.50006612577,79207.96666666666
29278,"Ross, OH",2008,2197557,80070.99166666667,-38011.10780897457,80070.99166666667
29279,"Ross, OH",2009,2182862,79074.74166666667,-135314.8745391285,79074.74166666667
29280,"Ross, OH",2010,2218835,77389.15,-300027.87725703977,77389.15
29281,"Ross, OH",2011,2371070,75525.21666666666,-482130.50896889437,75525.21666666666
29282,"Ross, OH",2012,2387850,74849.4,-548172.0213279147,74849.4
29283,"Ross, OH",2013,2485805,76544.61666666667,-382482.0731609054,76544.61666666667
29284,"Ross, OH",2014,2590896,79960.625,-48757.50774905179,79960.625
29285,"Ross, OH",2015,2674121,84264.50833333333,371719.8135426976,84264.50833333333
29286,"Ross, OH",2016,2611927,88570.11666666667,792294.8293793574,88570.11666666667
29287,"Ross, OH",2017,2731334,93441.80833333333,1268262.6521798708,93441.80833333333
29288,"Ross, OH",2018,2876883,98532.33333333333,1765527.8857707176,98532.33333333333
29289,"Ross, OH",2019,2978602,106215.06666666667,2516115.074312657,106215.06666666667
29290,"Sandusky, OH",2001,1672051,90805.35,1010642.1372527461,90805.35
29291,"Sandusky, OH",2002,1764463,94189.61666666667,1341338.1717723943,94189.61666666667
29292,"Sandusky, OH",2003,1910937,97053.01666666666,1621037.6538491324,97053.01666666666
29293,"Sandusky, OH",2004,1963526,99712.30833333333,1880807.448764274,99712.30833333333
29294,"Sandusky, OH",2005,2028998,102601.90833333334,2163144.6835535746,102601.90833333334
29295,"Sandusky, OH",2006,2085137,102999.08333333333,2201929.417882763,102999.08333333333
29296,"Sandusky, OH",2007,2162715,101745.25,2079420.4585658833,101745.25
29297,"Sandusky, OH",2008,2099200,99577.44166666667,1867618.6852014512,99577.44166666667
29298,"Sandusky, OH",2009,2049311,96407.35833333334,1557926.977837406,96407.35833333334
29299,"Sandusky, OH",2010,2107448,94133.40833333334,1335769.5827125367,94133.40833333334
29300,"Sandusky, OH",2011,2223835,91131.125,1042490.5588933378,91131.125
29301,"Sandusky, OH",2012,2508276,88847.61666666667,819453.9128642809,88847.61666666667
29302,"Sandusky, OH",2013,2672562,87944.325,731138.0442658272,87944.325
29303,"Sandusky, OH",2014,2716804,92134.25,1140478.1874378603,92134.25
29304,"Sandusky, OH",2015,2978784,96265.475,1544054.3524602167,96265.475
29305,"Sandusky, OH",2016,2935841,101038.20833333333,2010350.4153146595,101038.20833333333
29306,"Sandusky, OH",2017,2980809,106960.05833333333,2588897.510270454,106960.05833333333
29307,"Sandusky, OH",2018,3059866,113353.04166666667,3213458.735878762,113353.04166666667
29308,"Sandusky, OH",2019,3097255,118795.825,3745210.143822765,118795.825
29309,"Scioto, OH",2001,1445810,75341.22916666667,-500106.30523229577,75341.22916666667
29310,"Scioto, OH",2002,1511872,77342.35416666667,-304619.52086780034,77342.35416666667
29311,"Scioto, OH",2003,1562498,79247.16666666667,-118511.41281464417,79247.16666666667
29312,"Scioto, OH",2004,1633913,81678.04166666667,118984.02586106304,81678.04166666667
29313,"Scioto, OH",2005,1673979,83905.27083333333,336549.7773751728,83905.27083333333
29314,"Scioto, OH",2006,1740597,74281.10416666667,-603662.5228366768,74281.10416666667
29315,"Scioto, OH",2007,1880260,70921.0,-931916.1937335823,70921.0
29316,"Scioto, OH",2008,1914712,69078.14583333333,-1111967.2400023304,69078.14583333333
29317,"Scioto, OH",2009,1946298,67930.3125,-1224120.5775587736,67930.3125
29318,"Scioto, OH",2010,2035169,70281.33050847458,-994440.7024758495,70281.33050847458
29319,"Scioto, OH",2011,2123202,69885.59848484848,-1033030.0477152178,69885.59848484848
29320,"Scioto, OH",2012,2314949,69048.12878787878,-1114898.0763496244,69048.12878787878
29321,"Scioto, OH",2013,2957781,67984.37878787878,-1218845.0721336445,67984.37878787878
29322,"Scioto, OH",2014,3929327,69409.16666666667,-1079630.3456371892,69409.16666666667
29323,"Scioto, OH",2015,3174239,72723.53787878787,-755772.9292612253,72723.53787878787
29324,"Scioto, OH",2016,2454304,74870.53787878787,-546022.7413398987,74870.53787878787
29325,"Scioto, OH",2017,2549199,78950.34848484848,-147526.69265285227,78950.34848484848
29326,"Scioto, OH",2018,2690878,82548.37878787878,203978.27993258275,82548.37878787878
29327,"Scioto, OH",2019,2764264,86263.22727272728,566913.5142724644,86263.22727272728
29328,"Seneca, OH",2001,1337087,84926.54487179487,436393.60227298085,84926.54487179487
29329,"Seneca, OH",2002,1386825,88189.44230769231,755073.2077687271,88189.44230769231
29330,"Seneca, OH",2003,1436351,90520.64102564103,982896.8864983637,90520.64102564103
29331,"Seneca, OH",2004,1497629,93133.21153846153,1238075.0378027447,93133.21153846153
29332,"Seneca, OH",2005,1532358,98015.07051282052,1715019.8060523532,98015.07051282052
